,SNID,MJD,BAND,CCDNUM,FIELD,PHOTFLAG,PHOTPROB,FLUXCAL,FLUXCALERR,PSF_SIG1,PSF_SIG2,PSF_RATIO,SKY_SIG,SKY_SIG_T,RDNOISE,ZEROPT,ZEROPT_ERR,GAIN,XPIX,YPIX,SIM_FLUXCAL_HOSTERR,SIM_MAGOBS,SNTYPE
30,15415799,60406.2813,g,-9,VOID,0,-9.0,3.882152,3.0788622,2.09,0.0,0.0,16.63,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,28.044163,112
31,15415799,60406.3062,r,-9,VOID,0,-9.0,2.019808,4.965717,2.09,0.0,0.0,26.44,0.0,0.25,31.51,0.005,1.0,-9.0,-9.0,0.0,25.954466,112
32,15415799,60406.3196,r,-9,VOID,0,-9.0,3.5610359,3.9954731,1.67,0.0,0.0,26.57,0.0,0.25,31.52,0.005,1.0,-9.0,-9.0,0.0,25.95507,112
33,15415799,60406.3299,i,-9,VOID,0,-9.0,3.8733637,7.8238974,2.09,0.0,0.0,34.22,0.0,0.25,31.29,0.005,1.0,-9.0,-9.0,0.0,24.805874,112
34,15415799,60406.3434,i,-9,VOID,0,-9.0,10.837699,7.7755723,2.07,0.0,0.0,34.27,0.0,0.25,31.29,0.005,1.0,-9.0,-9.0,0.0,24.806435,112
35,15415799,60409.2323,u,-9,VOID,0,-9.0,-0.57258445,5.9912477,2.26,0.0,0.0,5.02,0.0,0.25,29.58,0.005,1.0,-9.0,-9.0,0.0,31.569984,112
36,15415799,60409.2327,u,-9,VOID,0,-9.0,9.553427,6.25793,2.28,0.0,0.0,5.01,0.0,0.25,29.56,0.005,1.0,-9.0,-9.0,0.0,31.570005,112
37,15415799,60409.2556,r,-9,VOID,0,-9.0,-1.7357973,4.4180493,1.93,0.0,0.0,26.11,0.0,0.25,31.54,0.005,1.0,-9.0,-9.0,0.0,26.070747,112
38,15415799,60409.256,r,-9,VOID,0,-9.0,5.561575,4.537232,1.95,0.0,0.0,26.23,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,26.07076,112
39,15415799,60410.2182,u,-9,VOID,0,-9.0,-5.161847,4.889531,1.83,0.0,0.0,5.08,0.0,0.25,29.59,0.005,1.0,-9.0,-9.0,0.0,31.62869,112
40,15415799,60410.2408,r,-9,VOID,0,-9.0,4.1839147,4.5129585,1.94,0.0,0.0,26.24,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,26.1035,112
41,15415799,60412.2284,r,-9,VOID,0,-9.0,5.1374764,3.9138596,1.68,0.0,0.0,26.3,0.0,0.25,31.54,0.005,1.0,-9.0,-9.0,0.0,26.16196,112
42,15415799,60412.2524,i,-9,VOID,0,-9.0,10.734803,6.4992633,1.84,0.0,0.0,32.94,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,25.019573,112
43,15415799,60415.2154,i,-9,VOID,0,-9.0,2.8112721,5.681309,1.6,0.0,0.0,33.03,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,25.104822,112
44,15415799,60415.2158,i,-9,VOID,0,-9.0,6.300016,5.7358623,1.61,0.0,0.0,33.1,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,25.104834,112
45,15415799,60415.2398,z,-9,VOID,0,-9.0,16.941683,10.929154,1.74,0.0,0.0,43.98,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,24.84588,112
46,15415799,60415.2402,z,-9,VOID,0,-9.0,15.568618,10.489346,1.66,0.0,0.0,44.21,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,24.845892,112
47,15415799,60427.3,z,-9,VOID,0,-9.0,18.722216,21.073175,2.14,0.0,0.0,68.91,0.0,0.25,30.99,0.005,1.0,-9.0,-9.0,0.0,25.100424,112
48,15415799,60427.3238,Y,-9,VOID,0,-9.0,28.69769,47.04768,2.32,0.0,0.0,55.53,0.0,0.25,29.97,0.005,1.0,-9.0,-9.0,0.0,24.69251,112
49,15415799,60428.207,i,-9,VOID,0,-9.0,14.580476,12.069843,2.18,0.0,0.0,54.84,0.0,0.25,31.37,0.005,1.0,-9.0,-9.0,0.0,25.359549,112
50,15415799,60428.2079,i,-9,VOID,0,-9.0,9.554332,13.020481,2.33,0.0,0.0,55.42,0.0,0.25,31.37,0.005,1.0,-9.0,-9.0,0.0,25.359566,112
51,15415799,60428.2312,z,-9,VOID,0,-9.0,39.78449,17.020864,2.18,0.0,0.0,55.48,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,25.117584,112
52,15415799,60428.2321,z,-9,VOID,0,-9.0,23.269493,19.45302,2.48,0.0,0.0,55.87,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,25.117601,112
53,15415799,60430.2236,i,-9,VOID,0,-9.0,2.2219644,10.72349,2.53,0.0,0.0,40.83,0.0,0.25,31.34,0.005,1.0,-9.0,-9.0,0.0,25.39539,112
54,15415799,60433.1638,u,-9,VOID,0,-9.0,-3.7477603,5.86356,2.17,0.0,0.0,5.02,0.0,0.25,29.56,0.005,1.0,-9.0,-9.0,0.0,33.48534,112
55,15415799,60433.1875,g,-9,VOID,0,-9.0,1.3781693,2.9841542,2.03,0.0,0.0,16.63,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,28.821209,112
56,15415799,60434.2542,g,-9,VOID,0,-9.0,-2.1420796,3.162674,2.06,0.0,0.0,16.64,0.0,0.25,31.48,0.005,1.0,-9.0,-9.0,0.0,28.853466,112
57,15415799,60434.278,r,-9,VOID,0,-9.0,-2.6221714,7.221894,2.89,0.0,0.0,27.07,0.0,0.25,31.47,0.005,1.0,-9.0,-9.0,0.0,26.53496,112
58,15415799,60436.1725,u,-9,VOID,0,-9.0,-5.9150386,5.0337334,1.91,0.0,0.0,5.11,0.0,0.25,29.61,0.005,1.0,-9.0,-9.0,0.0,33.691986,112
59,15415799,60443.2007,r,-9,VOID,0,-9.0,7.5703835,6.407165,2.74,0.0,0.0,26.17,0.0,0.25,31.51,0.005,1.0,-9.0,-9.0,0.0,26.65781,112
60,15415799,60443.2246,i,-9,VOID,0,-9.0,9.0691595,7.8420205,2.14,0.0,0.0,33.77,0.0,0.25,31.3,0.005,1.0,-9.0,-9.0,0.0,25.599592,112
61,15415799,60476.0226,Y,-9,VOID,0,-9.0,11.892688,30.886488,2.09,0.0,0.0,45.13,0.0,0.25,30.09,0.005,1.0,-9.0,-9.0,0.0,25.925278,112
62,15415799,60476.0454,Y,-9,VOID,0,-9.0,2.4672642,32.346592,2.23,0.0,0.0,44.74,0.0,0.25,30.1,0.005,1.0,-9.0,-9.0,0.0,25.925571,112
63,15415799,60483.9543,z,-9,VOID,0,-9.0,-11.178997,15.784247,1.55,0.0,0.0,73.19,0.0,0.25,31.02,0.005,1.0,-9.0,-9.0,0.0,26.104967,112
64,15415799,60483.9658,i,-9,VOID,0,-9.0,12.021481,9.594889,1.57,0.0,0.0,60.35,0.0,0.25,31.37,0.005,1.0,-9.0,-9.0,0.0,26.322918,112
65,15415799,60484.0379,z,-9,VOID,0,-9.0,8.924639,15.136263,1.8,0.0,0.0,60.93,0.0,0.25,31.03,0.005,1.0,-9.0,-9.0,0.0,26.105816,112
66,15415799,60486.1126,z,-9,VOID,0,-9.0,-37.819424,25.452206,3.28,0.0,0.0,54.39,0.0,0.25,30.99,0.005,1.0,-9.0,-9.0,0.0,26.127098,112
67,15415799,60486.1364,Y,-9,VOID,0,-9.0,22.496128,52.396618,3.13,0.0,0.0,47.15,0.0,0.25,30.0,0.005,1.0,-9.0,-9.0,0.0,26.033117,112
68,15415799,60489.9793,i,-9,VOID,0,-9.0,5.190816,6.2600174,1.76,0.0,0.0,33.19,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,26.385925,112
69,15415799,60489.9797,i,-9,VOID,0,-9.0,5.254404,6.442989,1.79,0.0,0.0,33.31,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,26.38593,112
70,15415799,60490.0033,z,-9,VOID,0,-9.0,8.003289,10.396107,1.66,0.0,0.0,43.87,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,26.168167,112
71,15415799,60490.0037,z,-9,VOID,0,-9.0,16.73469,10.607617,1.68,0.0,0.0,44.18,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,26.16817,112
72,15415799,60490.9575,i,-9,VOID,0,-9.0,4.4020824,8.682535,1.99,0.0,0.0,41.49,0.0,0.25,31.33,0.005,1.0,-9.0,-9.0,0.0,26.396528,112
73,15415799,60490.9687,r,-9,VOID,0,-9.0,8.772556,4.1778126,1.73,0.0,0.0,27.04,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,27.480886,112
74,15415799,60492.9881,r,-9,VOID,0,-9.0,-2.663667,6.0618453,2.63,0.0,0.0,26.31,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,27.50165,112
75,15415799,60493.012,i,-9,VOID,0,-9.0,10.950336,9.141276,2.6,0.0,0.0,32.81,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,26.417648,112
76,15415799,60514.0397,z,-9,VOID,0,-9.0,-41.765545,25.587282,3.07,0.0,0.0,58.42,0.0,0.25,30.99,0.005,1.0,-9.0,-9.0,0.0,26.419937,112
77,15415799,60514.0638,Y,-9,VOID,0,-9.0,69.48604,52.735115,3.06,0.0,0.0,48.5,0.0,0.25,30.0,0.005,1.0,-9.0,-9.0,0.0,26.325912,112
78,15415799,60706.3671,r,-9,VOID,0,-9.0,-6.6853886,6.1479454,2.5,0.0,0.0,27.82,0.0,0.25,31.52,0.005,1.0,-9.0,-9.0,0.0,29.676662,112
79,15415799,60706.3805,i,-9,VOID,0,-9.0,19.626503,15.331081,3.1,0.0,0.0,48.18,0.0,0.25,31.35,0.005,1.0,-9.0,-9.0,0.0,28.592438,112
80,15415799,60729.3491,r,-9,VOID,0,-9.0,1.9183947,3.8168774,1.57,0.0,0.0,27.74,0.0,0.25,31.55,0.005,1.0,-9.0,-9.0,0.0,29.90558,112
81,15415799,60729.3604,i,-9,VOID,0,-9.0,-1.4889044,5.644117,1.58,0.0,0.0,33.58,0.0,0.25,31.33,0.005,1.0,-9.0,-9.0,0.0,28.821339,112
82,15415799,60732.3198,g,-9,VOID,0,-9.0,-3.5911443,3.031515,2.05,0.0,0.0,16.46,0.0,0.25,31.51,0.005,1.0,-9.0,-9.0,0.0,32.61673,112
83,15415799,60734.3683,i,-9,VOID,0,-9.0,10.847274,5.4132895,1.52,0.0,0.0,32.91,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,28.871222,112
84,15415799,60734.3797,r,-9,VOID,0,-9.0,-13.967999,5.0148435,2.18,0.0,0.0,26.12,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,29.955688,112
85,15415799,60737.3463,r,-9,VOID,0,-9.0,2.6405423,5.0484643,2.21,0.0,0.0,25.91,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,29.985237,112
86,15415799,60737.3657,i,-9,VOID,0,-9.0,2.5749125,5.192853,1.46,0.0,0.0,32.94,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,28.90108,112
87,15415799,60745.3472,Y,-9,VOID,0,-9.0,-3.165026,30.435947,2.23,0.0,0.0,41.7,0.0,0.25,30.09,0.005,1.0,-9.0,-9.0,0.0,28.667875,112
88,15415799,60745.368,z,-9,VOID,0,-9.0,-7.867762,14.811126,2.34,0.0,0.0,44.22,0.0,0.25,30.99,0.005,1.0,-9.0,-9.0,0.0,28.76242,112
89,15415799,60755.234,z,-9,VOID,0,-9.0,2.441986,14.451325,1.98,0.0,0.0,51.44,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,28.860699,112
90,15415799,60755.2583,i,-9,VOID,0,-9.0,2.0104566,12.304799,2.62,0.0,0.0,45.73,0.0,0.25,31.35,0.005,1.0,-9.0,-9.0,0.0,29.079306,112
91,15415799,60760.4001,r,-9,VOID,0,-9.0,3.2333565,5.087174,1.95,0.0,0.0,27.97,0.0,0.25,31.47,0.005,1.0,-9.0,-9.0,0.0,30.21487,112
92,15415799,60762.2739,g,-9,VOID,0,-9.0,8.297619,4.824646,3.32,0.0,0.0,16.28,0.0,0.25,31.51,0.005,1.0,-9.0,-9.0,0.0,32.915108,112
93,15415799,60764.1819,u,-9,VOID,0,-9.0,5.5825443,7.0629616,2.39,0.0,0.0,4.79,0.0,0.25,29.42,0.005,1.0,-9.0,-9.0,0.0,38.72156,112
94,15415799,60764.1823,u,-9,VOID,0,-9.0,16.051378,7.779526,2.53,0.0,0.0,4.74,0.0,0.25,29.38,0.005,1.0,-9.0,-9.0,0.0,38.721565,112
95,15415799,60764.2048,r,-9,VOID,0,-9.0,4.014761,4.5539465,1.93,0.0,0.0,26.38,0.0,0.25,31.52,0.005,1.0,-9.0,-9.0,0.0,30.25277,112
96,15415799,60764.2053,r,-9,VOID,0,-9.0,-4.121866,4.634942,1.95,0.0,0.0,26.41,0.0,0.25,31.51,0.005,1.0,-9.0,-9.0,0.0,30.252773,112
97,15415799,60764.3584,i,-9,VOID,0,-9.0,-1.3449056,5.695122,1.53,0.0,0.0,34.03,0.0,0.25,31.3,0.005,1.0,-9.0,-9.0,0.0,29.16995,112
98,15415799,60764.3697,r,-9,VOID,0,-9.0,0.91097856,3.8660982,1.57,0.0,0.0,26.84,0.0,0.25,31.5,0.005,1.0,-9.0,-9.0,0.0,30.254412,112
99,15415799,60781.1834,z,-9,VOID,0,-9.0,-10.8685465,20.777899,2.1,0.0,0.0,71.9,0.0,0.25,31.03,0.005,1.0,-9.0,-9.0,0.0,29.119188,112
100,15415799,60781.2073,Y,-9,VOID,0,-9.0,-22.75828,32.931133,1.96,0.0,0.0,52.8,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,29.025066,112
101,15415799,60781.2317,Y,-9,VOID,0,-9.0,-48.0666,33.568153,2.0,0.0,0.0,52.75,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,29.025309,112
102,15415799,60781.2543,Y,-9,VOID,0,-9.0,29.637968,29.811676,1.77,0.0,0.0,52.82,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,29.025534,112
103,15415799,60781.3604,Y,-9,VOID,0,-9.0,4.9828105,45.219234,2.1,0.0,0.0,57.91,0.0,0.25,29.95,0.005,1.0,-9.0,-9.0,0.0,29.02659,112
104,15415799,60781.3805,Y,-9,VOID,0,-9.0,11.747359,56.084225,2.35,0.0,0.0,59.1,0.0,0.25,29.86,0.005,1.0,-9.0,-9.0,0.0,29.02679,112
105,15415799,60785.1741,r,-9,VOID,0,-9.0,3.4572978,4.5404296,1.52,0.0,0.0,35.68,0.0,0.25,31.59,0.005,1.0,-9.0,-9.0,0.0,30.46164,112
106,15415799,60785.1746,r,-9,VOID,0,-9.0,5.0762725,4.6013803,1.53,0.0,0.0,35.91,0.0,0.25,31.59,0.005,1.0,-9.0,-9.0,0.0,30.461645,112
107,15415799,60785.1992,i,-9,VOID,0,-9.0,4.101612,8.713568,2.13,0.0,0.0,39.27,0.0,0.25,31.34,0.005,1.0,-9.0,-9.0,0.0,29.377544,112
108,15415799,60785.1997,i,-9,VOID,0,-9.0,2.8069406,8.752778,2.13,0.0,0.0,39.46,0.0,0.25,31.34,0.005,1.0,-9.0,-9.0,0.0,29.37755,112
109,15415799,60785.2204,i,-9,VOID,0,-9.0,1.0615762,6.121067,1.49,0.0,0.0,39.46,0.0,0.25,31.35,0.005,1.0,-9.0,-9.0,0.0,29.377756,112
110,15415799,60785.2209,i,-9,VOID,0,-9.0,1.0351744,6.1284847,1.49,0.0,0.0,39.51,0.0,0.25,31.35,0.005,1.0,-9.0,-9.0,0.0,29.377762,112
111,15415799,60785.2446,z,-9,VOID,0,-9.0,5.3614845,10.267831,1.52,0.0,0.0,47.33,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,29.159641,112
112,15415799,60785.2451,z,-9,VOID,0,-9.0,-2.154937,10.0779505,1.51,0.0,0.0,47.23,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,29.159647,112
113,15415799,60788.1727,r,-9,VOID,0,-9.0,2.805736,4.9758005,2.13,0.0,0.0,26.48,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,30.491508,112
114,15415799,60788.1745,r,-9,VOID,0,-9.0,3.477166,5.2141695,2.23,0.0,0.0,26.54,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,30.491526,112
115,15415799,60788.1956,u,-9,VOID,0,-9.0,-2.9755664,5.4732904,2.04,0.0,0.0,5.07,0.0,0.25,29.58,0.005,1.0,-9.0,-9.0,0.0,38.960762,112
116,15415799,60788.1972,u,-9,VOID,0,-9.0,-5.6833653,5.6489563,2.13,0.0,0.0,5.11,0.0,0.25,29.6,0.005,1.0,-9.0,-9.0,0.0,38.960777,112
117,15415799,60788.2244,u,-9,VOID,0,-9.0,6.910723,7.811397,2.88,0.0,0.0,5.02,0.0,0.25,29.56,0.005,1.0,-9.0,-9.0,0.0,38.96105,112
118,15415799,60790.1484,u,-9,VOID,0,-9.0,3.1621473,7.348466,2.64,0.0,0.0,4.98,0.0,0.25,29.52,0.005,1.0,-9.0,-9.0,0.0,38.980213,112
119,15415799,60790.1709,g,-9,VOID,0,-9.0,-1.7964056,3.3845112,2.27,0.0,0.0,16.97,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,33.192993,112
120,15415799,60809.1716,Y,-9,VOID,0,-9.0,4.566733,29.360878,1.65,0.0,0.0,55.87,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,29.30361,112
121,15415799,60809.1725,Y,-9,VOID,0,-9.0,34.868923,29.99732,1.67,0.0,0.0,56.32,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,29.303617,112
122,15415799,60809.1941,Y,-9,VOID,0,-9.0,7.85569,35.843544,1.99,0.0,0.0,56.09,0.0,0.25,30.11,0.005,1.0,-9.0,-9.0,0.0,29.303833,112
123,15415799,60810.076,i,-9,VOID,0,-9.0,-8.087235,13.66775,1.86,0.0,0.0,72.96,0.0,0.25,31.37,0.005,1.0,-9.0,-9.0,0.0,29.625341,112
124,15415799,60810.0773,i,-9,VOID,0,-9.0,-3.2408128,13.22368,1.74,0.0,0.0,75.44,0.0,0.25,31.37,0.005,1.0,-9.0,-9.0,0.0,29.625355,112
125,15415799,60810.1004,z,-9,VOID,0,-9.0,14.809223,15.298016,1.69,0.0,0.0,64.96,0.0,0.25,31.02,0.005,1.0,-9.0,-9.0,0.0,29.407238,112
126,15415799,60810.1017,z,-9,VOID,0,-9.0,-33.870857,17.264284,1.87,0.0,0.0,66.4,0.0,0.25,31.02,0.005,1.0,-9.0,-9.0,0.0,29.407251,112
127,15415799,60810.1546,i,-9,VOID,0,-9.0,1.470397,10.596239,1.49,0.0,0.0,72.42,0.0,0.25,31.4,0.005,1.0,-9.0,-9.0,0.0,29.626123,112
128,15415799,60810.1784,z,-9,VOID,0,-9.0,8.709365,14.064054,1.56,0.0,0.0,65.27,0.0,0.25,31.03,0.005,1.0,-9.0,-9.0,0.0,29.408014,112
129,15415799,60812.1625,i,-9,VOID,0,-9.0,2.3379655,9.987467,2.01,0.0,0.0,49.17,0.0,0.25,31.37,0.005,1.0,-9.0,-9.0,0.0,29.646124,112
130,15415799,60812.187,z,-9,VOID,0,-9.0,-4.786051,16.459406,2.25,0.0,0.0,52.11,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,29.428022,112
131,15415799,60822.1019,u,-9,VOID,0,-9.0,-3.7026384,5.7983074,2.19,0.0,0.0,5.01,0.0,0.25,29.58,0.005,1.0,-9.0,-9.0,0.0,39.2985,112
132,15415799,60822.1247,g,-9,VOID,0,-9.0,0.6136377,3.4620275,2.41,0.0,0.0,16.35,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,33.51129,112
133,15415799,60847.1048,g,-9,VOID,0,-9.0,-6.5649858,4.078754,2.76,0.0,0.0,16.43,0.0,0.25,31.5,0.005,1.0,-9.0,-9.0,0.0,33.76012,112
134,15415799,60847.1289,r,-9,VOID,0,-9.0,-3.2003639,5.613334,2.33,0.0,0.0,26.69,0.0,0.25,31.5,0.005,1.0,-9.0,-9.0,0.0,31.078756,112
135,15415799,60850.0188,r,-9,VOID,0,-9.0,-3.872995,4.2826085,1.85,0.0,0.0,26.12,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,31.107542,112
136,15415799,60850.0432,i,-9,VOID,0,-9.0,9.249014,8.344109,2.37,0.0,0.0,32.8,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,30.023453,112
137,15415799,60863.1267,Y,-9,VOID,0,-9.0,120.53901,96.74019,4.68,0.0,0.0,55.63,0.0,0.25,29.95,0.005,1.0,-9.0,-9.0,0.0,29.841038,112
138,15415799,60863.1491,Y,-9,VOID,0,-9.0,-14.144397,68.04183,2.95,0.0,0.0,57.15,0.0,0.25,29.86,0.005,1.0,-9.0,-9.0,0.0,29.84126,112
139,15415799,60864.9625,i,-9,VOID,0,-9.0,-26.492737,16.818096,2.27,0.0,0.0,75.02,0.0,0.25,31.39,0.005,1.0,-9.0,-9.0,0.0,30.172062,112
140,15415799,60864.9739,z,-9,VOID,0,-9.0,17.129251,21.456383,2.36,0.0,0.0,66.03,0.0,0.25,31.03,0.005,1.0,-9.0,-9.0,0.0,29.953848,112
