,SNID,MJD,BAND,CCDNUM,FIELD,PHOTFLAG,PHOTPROB,FLUXCAL,FLUXCALERR,PSF_SIG1,PSF_SIG2,PSF_RATIO,SKY_SIG,SKY_SIG_T,RDNOISE,ZEROPT,ZEROPT_ERR,GAIN,XPIX,YPIX,SIM_FLUXCAL_HOSTERR,SIM_MAGOBS,SNTYPE
180,53125011,60294.2673,i,-9,VOID,0,-9.0,-16.830534,10.304501,2.26,0.0,0.0,32.66,0.0,0.25,31.3,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
181,53125011,60297.1576,z,-9,VOID,0,-9.0,-6.9533787,12.212682,1.67,0.0,0.0,43.7,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
182,53125011,60297.1821,Y,-9,VOID,0,-9.0,-47.665924,23.483252,1.61,0.0,0.0,41.34,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
183,53125011,60298.1931,i,-9,VOID,0,-9.0,3.1796682,5.6764574,1.28,0.0,0.0,34.57,0.0,0.25,31.35,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
184,53125011,60298.2175,z,-9,VOID,0,-9.0,7.379073,11.471528,1.6,0.0,0.0,42.79,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
185,53125011,60301.1988,z,-9,VOID,0,-9.0,18.404758,19.676655,2.29,0.0,0.0,55.46,0.0,0.25,31.02,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
186,53125011,60301.2232,Y,-9,VOID,0,-9.0,-28.71576,30.947538,1.93,0.0,0.0,45.84,0.0,0.25,30.11,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
187,53125011,60307.203,Y,-9,VOID,0,-9.0,40.601418,30.91765,1.81,0.0,0.0,49.2,0.0,0.25,30.11,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
188,53125011,60307.2044,Y,-9,VOID,0,-9.0,-2.7400107,25.894152,1.55,0.0,0.0,48.79,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
189,53125011,60307.2257,Y,-9,VOID,0,-9.0,-4.845699,31.524033,1.81,0.0,0.0,49.94,0.0,0.25,30.1,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
190,53125011,60307.2271,Y,-9,VOID,0,-9.0,21.09003,30.958067,1.79,0.0,0.0,49.46,0.0,0.25,30.1,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
191,53125011,60312.1647,g,-9,VOID,0,-9.0,1.5948149,3.9350884,1.99,0.0,0.0,15.25,0.0,0.25,31.52,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
192,53125011,60312.1887,r,-9,VOID,0,-9.0,4.8245196,6.560004,1.96,0.0,0.0,30.89,0.0,0.25,31.57,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
193,53125011,60319.1176,r,-9,VOID,0,-9.0,12.057022,5.6906443,1.87,0.0,0.0,24.3,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
194,53125011,60319.1421,i,-9,VOID,0,-9.0,-1.3002598,5.7304187,1.35,0.0,0.0,31.29,0.0,0.25,31.33,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
195,53125011,60326.0632,z,-9,VOID,0,-9.0,5.4128027,10.642308,1.47,0.0,0.0,43.93,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
196,53125011,60326.088,Y,-9,VOID,0,-9.0,28.4438,20.614153,1.42,0.0,0.0,41.38,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
197,53125011,60329.1129,Y,-9,VOID,0,-9.0,28.018448,23.365747,1.51,0.0,0.0,44.54,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
198,53125011,60329.1358,Y,-9,VOID,0,-9.0,-11.675477,26.305067,1.67,0.0,0.0,44.77,0.0,0.25,30.11,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
199,53125011,60334.0387,i,-9,VOID,0,-9.0,0.7444262,12.430311,1.47,0.0,0.0,82.08,0.0,0.25,31.4,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
200,53125011,60334.0516,z,-9,VOID,0,-9.0,20.84557,18.698006,1.81,0.0,0.0,70.38,0.0,0.25,31.04,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
201,53125011,60334.0639,z,-9,VOID,0,-9.0,-8.147471,19.338034,1.88,0.0,0.0,70.19,0.0,0.25,31.04,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
202,53125011,60334.0887,Y,-9,VOID,0,-9.0,6.947254,27.639946,1.59,0.0,0.0,52.0,0.0,0.25,30.14,0.005,1.0,-9.0,-9.0,0.0,98.62264,132
203,53125011,60337.146,i,-9,VOID,0,-9.0,31.704657,13.211949,2.01,0.0,0.0,58.86,0.0,0.25,31.37,0.005,1.0,-9.0,-9.0,0.0,23.453938,132
204,53125011,60337.17,z,-9,VOID,0,-9.0,9.695718,20.027521,2.18,0.0,0.0,59.04,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,23.372559,132
205,53125011,60339.0328,r,-9,VOID,6144,-9.0,63.635906,4.5152493,1.32,0.0,0.0,32.56,0.0,0.25,31.6,0.005,1.0,-9.0,-9.0,0.0,23.112494,132
206,53125011,60339.0455,i,-9,VOID,4096,-9.0,52.704033,7.3166356,1.62,0.0,0.0,32.43,0.0,0.25,31.33,0.005,1.0,-9.0,-9.0,0.0,23.181818,132
207,53125011,60345.0323,r,-9,VOID,4096,-9.0,85.960396,6.822046,2.07,0.0,0.0,29.04,0.0,0.25,31.57,0.005,1.0,-9.0,-9.0,0.0,22.82928,132
208,53125011,60345.0448,i,-9,VOID,4096,-9.0,67.15489,10.295509,2.31,0.0,0.0,31.62,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,22.83371,132
209,53125011,60351.0308,Y,-9,VOID,0,-9.0,90.12096,31.132551,1.9,0.0,0.0,47.73,0.0,0.25,30.13,0.005,1.0,-9.0,-9.0,0.0,22.496634,132
210,53125011,60351.0414,Y,-9,VOID,0,-9.0,141.53534,26.3133,1.78,0.0,0.0,41.36,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,22.496641,132
211,53125011,60352.0993,u,-9,VOID,0,-9.0,30.357641,5.200457,1.51,0.0,0.0,4.93,0.0,0.25,29.58,0.005,1.0,-9.0,-9.0,0.0,23.628366,132
212,53125011,60352.1228,r,-9,VOID,4096,-9.0,72.5308,5.5037146,1.68,0.0,0.0,25.28,0.0,0.25,31.5,0.005,1.0,-9.0,-9.0,0.0,22.843403,132
213,53125011,60355.0272,i,-9,VOID,4096,-9.0,96.473236,11.807444,2.44,0.0,0.0,36.99,0.0,0.25,31.34,0.005,1.0,-9.0,-9.0,0.0,22.663843,132
214,53125011,60355.039,r,-9,VOID,4096,-9.0,60.126934,8.394405,2.6,0.0,0.0,27.55,0.0,0.25,31.55,0.005,1.0,-9.0,-9.0,0.0,22.85883,132
215,53125011,60355.0423,r,-9,VOID,4096,-9.0,68.37394,7.1374106,2.22,0.0,0.0,27.39,0.0,0.25,31.55,0.005,1.0,-9.0,-9.0,0.0,22.85884,132
216,53125011,60355.0664,i,-9,VOID,4096,-9.0,88.288155,8.7508955,1.9,0.0,0.0,32.81,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,22.66343,132
217,53125011,60360.0226,z,-9,VOID,0,-9.0,26.214436,17.99688,1.9,0.0,0.0,62.94,0.0,0.25,31.03,0.005,1.0,-9.0,-9.0,0.0,22.800959,132
218,53125011,60360.0339,i,-9,VOID,4096,-9.0,108.17016,13.108949,2.01,0.0,0.0,59.02,0.0,0.25,31.39,0.005,1.0,-9.0,-9.0,0.0,22.616518,132
219,53125011,60369.0517,i,-9,VOID,4096,-9.0,92.62626,7.958365,1.72,0.0,0.0,31.94,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,22.580503,132
220,53125011,60370.0392,i,-9,VOID,4096,-9.0,84.36962,7.2896667,1.6,0.0,0.0,32.05,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,22.579199,132
221,53125011,60370.0635,z,-9,VOID,4096,-9.0,71.266655,12.389025,1.64,0.0,0.0,44.76,0.0,0.25,30.99,0.005,1.0,-9.0,-9.0,0.0,22.752562,132
222,53125011,60380.0011,r,-9,VOID,4096,-9.0,79.43593,7.4416747,2.04,0.0,0.0,35.43,0.0,0.25,31.59,0.005,1.0,-9.0,-9.0,0.0,22.925508,132
223,53125011,60380.0119,i,-9,VOID,4096,-9.0,87.38673,9.700456,2.09,0.0,0.0,33.21,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,22.562878,132
224,53125011,60386.0338,i,-9,VOID,0,-9.0,83.011765,17.249714,3.34,0.0,0.0,41.26,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,22.557545,132
225,53125011,60386.0576,z,-9,VOID,0,-9.0,99.45281,18.005842,2.15,0.0,0.0,51.15,0.0,0.25,30.98,0.005,1.0,-9.0,-9.0,0.0,22.649963,132
226,53125011,60395.0238,z,-9,VOID,0,-9.0,48.90254,29.017668,2.97,0.0,0.0,62.89,0.0,0.25,30.99,0.005,1.0,-9.0,-9.0,0.0,22.591127,132
227,53125011,60395.0477,Y,-9,VOID,0,-9.0,143.31082,34.52797,1.74,0.0,0.0,51.1,0.0,0.25,29.98,0.005,1.0,-9.0,-9.0,0.0,22.092585,132
228,53125011,60602.367,Y,-9,VOID,0,-9.0,-2.773007,28.903368,1.6,0.0,0.0,54.34,0.0,0.25,30.14,0.005,1.0,-9.0,-9.0,0.0,27.840797,132
229,53125011,60626.3001,z,-9,VOID,0,-9.0,29.67413,23.390991,3.1,0.0,0.0,46.19,0.0,0.25,31.0,0.005,1.0,-9.0,-9.0,0.0,27.853775,132
230,53125011,60626.3116,Y,-9,VOID,0,-9.0,-2.0309749,40.030422,2.7,0.0,0.0,41.09,0.0,0.25,30.1,0.005,1.0,-9.0,-9.0,0.0,28.319735,132
231,53125011,60627.3575,r,-9,VOID,0,-9.0,-4.616089,6.275439,1.82,0.0,0.0,31.92,0.0,0.25,31.56,0.005,1.0,-9.0,-9.0,0.0,26.614685,132
232,53125011,60629.3475,Y,-9,VOID,0,-9.0,19.579853,34.060555,1.88,0.0,0.0,52.27,0.0,0.25,30.1,0.005,1.0,-9.0,-9.0,0.0,28.380459,132
233,53125011,60629.3582,Y,-9,VOID,0,-9.0,-58.57761,49.778255,2.04,0.0,0.0,72.8,0.0,0.25,30.1,0.005,1.0,-9.0,-9.0,0.0,28.380672,132
234,53125011,60634.3318,z,-9,VOID,0,-9.0,9.258974,16.110819,1.88,0.0,0.0,54.59,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,28.007881,132
235,53125011,60634.343,Y,-9,VOID,0,-9.0,-11.443464,38.995285,2.27,0.0,0.0,48.3,0.0,0.25,30.08,0.005,1.0,-9.0,-9.0,0.0,28.48038,132
236,53125011,60636.277,r,-9,VOID,0,-9.0,-2.9619539,7.20121,1.99,0.0,0.0,36.76,0.0,0.25,31.61,0.005,1.0,-9.0,-9.0,0.0,26.722599,132
237,53125011,60636.3014,i,-9,VOID,0,-9.0,13.876609,15.274322,3.14,0.0,0.0,38.49,0.0,0.25,31.34,0.005,1.0,-9.0,-9.0,0.0,27.256498,132
238,53125011,60638.3345,i,-9,VOID,0,-9.0,-1.7140707,8.759179,1.85,0.0,0.0,34.92,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,27.289314,132
239,53125011,60638.3439,z,-9,VOID,0,-9.0,-15.140343,14.495288,1.79,0.0,0.0,49.64,0.0,0.25,30.99,0.005,1.0,-9.0,-9.0,0.0,28.084862,132
240,53125011,60639.3142,r,-9,VOID,0,-9.0,3.839117,5.205606,1.64,0.0,0.0,26.61,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,26.759344,132
241,53125011,60639.3255,i,-9,VOID,0,-9.0,-1.9180677,6.513952,1.44,0.0,0.0,33.55,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,27.30531,132
242,53125011,60641.2643,u,-9,VOID,0,-9.0,6.109094,5.436668,1.73,0.0,0.0,4.97,0.0,0.25,29.63,0.005,1.0,-9.0,-9.0,0.0,29.63348,132
243,53125011,60641.2656,u,-9,VOID,0,-9.0,0.34569237,5.2996807,1.72,0.0,0.0,4.98,0.0,0.25,29.64,0.005,1.0,-9.0,-9.0,0.0,29.6335,132
244,53125011,60641.288,g,-9,VOID,0,-9.0,0.7769941,2.9794843,1.52,0.0,0.0,15.45,0.0,0.25,31.52,0.005,1.0,-9.0,-9.0,0.0,27.769384,132
245,53125011,60641.2894,g,-9,VOID,0,-9.0,6.736892,2.9326117,1.5,0.0,0.0,15.39,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,27.769402,132
246,53125011,60642.2672,u,-9,VOID,0,-9.0,7.7666516,7.7464366,2.43,0.0,0.0,4.88,0.0,0.25,29.58,0.005,1.0,-9.0,-9.0,0.0,29.648737,132
247,53125011,60642.2896,g,-9,VOID,0,-9.0,5.8244243,4.853183,2.41,0.0,0.0,15.33,0.0,0.25,31.5,0.005,1.0,-9.0,-9.0,0.0,27.781511,132
248,53125011,60642.3098,r,-9,VOID,0,-9.0,-7.3855634,8.447355,2.69,0.0,0.0,25.11,0.0,0.25,31.51,0.005,1.0,-9.0,-9.0,0.0,26.795586,132
249,53125011,60642.3215,i,-9,VOID,0,-9.0,-1.9201612,8.863571,1.93,0.0,0.0,32.91,0.0,0.25,31.3,0.005,1.0,-9.0,-9.0,0.0,27.353664,132
250,53125011,60645.2702,r,-9,VOID,0,-9.0,-6.0430346,4.6729116,1.55,0.0,0.0,24.74,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,26.831402,132
251,53125011,60645.2937,i,-9,VOID,0,-9.0,-3.2139163,6.295892,1.44,0.0,0.0,32.11,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,27.401636,132
252,53125011,60650.2482,u,-9,VOID,0,-9.0,9.139461,7.710347,2.4,0.0,0.0,4.87,0.0,0.25,29.57,0.005,1.0,-9.0,-9.0,0.0,29.770159,132
253,53125011,60650.3203,r,-9,VOID,0,-9.0,14.453166,6.980474,2.16,0.0,0.0,25.87,0.0,0.25,31.48,0.005,1.0,-9.0,-9.0,0.0,26.8925,132
254,53125011,60650.3316,i,-9,VOID,0,-9.0,-12.562171,8.499792,1.76,0.0,0.0,34.59,0.0,0.25,31.28,0.005,1.0,-9.0,-9.0,0.0,27.48295,132
255,53125011,60659.1569,Y,-9,VOID,0,-9.0,-85.82345,31.698614,1.68,0.0,0.0,56.91,0.0,0.25,30.14,0.005,1.0,-9.0,-9.0,0.0,28.976704,132
256,53125011,60659.1805,Y,-9,VOID,0,-9.0,15.446503,24.528427,1.34,0.0,0.0,56.04,0.0,0.25,30.15,0.005,1.0,-9.0,-9.0,0.0,28.977177,132
257,53125011,60661.2376,z,-9,VOID,0,-9.0,-26.641872,15.1216345,1.54,0.0,0.0,66.81,0.0,0.25,31.04,0.005,1.0,-9.0,-9.0,0.0,28.524124,132
258,53125011,60661.2618,Y,-9,VOID,0,-9.0,26.972082,31.042475,1.73,0.0,0.0,51.55,0.0,0.25,30.1,0.005,1.0,-9.0,-9.0,0.0,29.018806,132
259,53125011,60666.1509,r,-9,VOID,0,-9.0,5.8240466,6.050185,1.99,0.0,0.0,24.57,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,27.084026,132
260,53125011,60666.1753,g,-9,VOID,0,-9.0,3.8447356,3.4216914,1.71,0.0,0.0,15.35,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,28.070724,132
261,53125011,60666.2816,i,-9,VOID,0,-9.0,-8.99597,11.0751505,2.17,0.0,0.0,39.07,0.0,0.25,31.3,0.005,1.0,-9.0,-9.0,0.0,27.740387,132
262,53125011,60666.3013,z,-9,VOID,0,-9.0,34.246178,23.257671,2.77,0.0,0.0,50.15,0.0,0.25,30.96,0.005,1.0,-9.0,-9.0,0.0,28.621283,132
263,53125011,60667.2837,i,-9,VOID,0,-9.0,7.318577,9.70508,1.95,0.0,0.0,36.99,0.0,0.25,31.29,0.005,1.0,-9.0,-9.0,0.0,27.756561,132
264,53125011,60667.3035,z,-9,VOID,0,-9.0,11.239404,15.9249325,1.92,0.0,0.0,49.71,0.0,0.25,30.96,0.005,1.0,-9.0,-9.0,0.0,28.64051,132
265,53125011,60669.1669,g,-9,VOID,0,-9.0,-2.6700947,3.6992602,1.86,0.0,0.0,15.34,0.0,0.25,31.52,0.005,1.0,-9.0,-9.0,0.0,28.106947,132
266,53125011,60669.191,r,-9,VOID,0,-9.0,7.215256,5.7796326,1.89,0.0,0.0,24.68,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,27.120808,132
267,53125011,60670.2126,u,-9,VOID,0,-9.0,11.943754,7.133015,2.19,0.0,0.0,4.88,0.0,0.25,29.56,0.005,1.0,-9.0,-9.0,0.0,30.073895,132
268,53125011,60674.1574,r,-9,VOID,0,-9.0,3.0286877,5.9247766,1.96,0.0,0.0,24.29,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,27.180893,132
269,53125011,60674.1815,i,-9,VOID,0,-9.0,-15.776148,8.749499,1.98,0.0,0.0,31.23,0.0,0.25,31.31,0.005,1.0,-9.0,-9.0,0.0,27.867893,132
270,53125011,60674.1976,u,-9,VOID,0,-9.0,-13.648878,8.033118,2.51,0.0,0.0,4.8,0.0,0.25,29.55,0.005,1.0,-9.0,-9.0,0.0,30.134521,132
271,53125011,60674.2206,g,-9,VOID,0,-9.0,4.47309,5.0921273,2.49,0.0,0.0,15.13,0.0,0.25,31.47,0.005,1.0,-9.0,-9.0,0.0,28.168139,132
272,53125011,60676.0755,i,-9,VOID,0,-9.0,17.621445,16.61457,3.79,0.0,0.0,31.98,0.0,0.25,31.29,0.005,1.0,-9.0,-9.0,0.0,27.898464,132
273,53125011,60676.0995,r,-9,VOID,0,-9.0,7.372291,10.59057,3.57,0.0,0.0,24.52,0.0,0.25,31.51,0.005,1.0,-9.0,-9.0,0.0,27.20439,132
274,53125011,60679.1674,u,-9,VOID,0,-9.0,5.4882073,5.3488755,1.7,0.0,0.0,4.98,0.0,0.25,29.63,0.005,1.0,-9.0,-9.0,0.0,30.21013,132
275,53125011,60679.1911,g,-9,VOID,0,-9.0,5.1884155,4.221365,2.1,0.0,0.0,15.33,0.0,0.25,31.5,0.005,1.0,-9.0,-9.0,0.0,28.228323,132
276,53125011,60680.1195,r,-9,VOID,0,-9.0,0.7068524,6.7719994,2.21,0.0,0.0,25.15,0.0,0.25,31.53,0.005,1.0,-9.0,-9.0,0.0,27.253025,132
277,53125011,60680.1214,r,-9,VOID,0,-9.0,-0.76376444,5.719168,1.86,0.0,0.0,25.38,0.0,0.25,31.54,0.005,1.0,-9.0,-9.0,0.0,27.253048,132
278,53125011,60680.144,i,-9,VOID,0,-9.0,9.927506,7.279078,1.65,0.0,0.0,31.19,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,27.96413,132
279,53125011,60680.1459,i,-9,VOID,0,-9.0,1.551021,6.9815702,1.59,0.0,0.0,31.48,0.0,0.25,31.32,0.005,1.0,-9.0,-9.0,0.0,27.96416,132
280,53125011,60683.2373,z,-9,VOID,0,-9.0,14.150743,18.73363,2.39,0.0,0.0,46.7,0.0,0.25,30.97,0.005,1.0,-9.0,-9.0,0.0,28.946234,132
281,53125011,60683.2378,z,-9,VOID,0,-9.0,-42.810326,21.020372,2.69,0.0,0.0,46.25,0.0,0.25,30.97,0.005,1.0,-9.0,-9.0,0.0,28.946243,132
282,53125011,60685.2029,Y,-9,VOID,0,-9.0,7.48519,39.699684,2.32,0.0,0.0,48.06,0.0,0.25,30.08,0.005,1.0,-9.0,-9.0,0.0,29.497673,132
283,53125011,60685.2256,Y,-9,VOID,0,-9.0,60.92989,35.712105,2.01,0.0,0.0,48.12,0.0,0.25,30.04,0.005,1.0,-9.0,-9.0,0.0,29.498127,132
284,53125011,60689.1605,Y,-9,VOID,0,-9.0,-44.72141,35.331757,1.95,0.0,0.0,53.4,0.0,0.25,30.12,0.005,1.0,-9.0,-9.0,0.0,29.576834,132
285,53125011,60689.161,Y,-9,VOID,0,-9.0,58.505608,36.021725,1.98,0.0,0.0,53.01,0.0,0.25,30.11,0.005,1.0,-9.0,-9.0,0.0,29.576843,132
286,53125011,60689.1829,Y,-9,VOID,0,-9.0,-57.916615,33.065716,1.78,0.0,0.0,54.3,0.0,0.25,30.11,0.005,1.0,-9.0,-9.0,0.0,29.577282,132
287,53125011,60689.1834,Y,-9,VOID,0,-9.0,7.6743026,34.02501,1.81,0.0,0.0,53.97,0.0,0.25,30.09,0.005,1.0,-9.0,-9.0,0.0,29.577291,132
288,53125011,60690.0432,r,-9,VOID,0,-9.0,10.737712,7.8398523,1.58,0.0,0.0,57.7,0.0,0.25,31.64,0.005,1.0,-9.0,-9.0,0.0,27.373087,132
289,53125011,60690.0564,i,-9,VOID,0,-9.0,-3.7823577,12.180509,1.86,0.0,0.0,59.27,0.0,0.25,31.38,0.005,1.0,-9.0,-9.0,0.0,28.124119,132
290,53125011,60691.2521,i,-9,VOID,0,-9.0,-34.252342,19.774416,2.46,0.0,0.0,69.17,0.0,0.25,31.29,0.005,1.0,-9.0,-9.0,0.0,28.143417,132
291,53125011,60691.2761,z,-9,VOID,0,-9.0,25.924524,28.182947,2.44,0.0,0.0,70.5,0.0,0.25,30.91,0.005,1.0,-9.0,-9.0,0.0,29.100475,132
292,53125011,60694.2089,z,-9,VOID,0,-9.0,18.410238,18.442041,2.21,0.0,0.0,51.27,0.0,0.25,30.98,0.005,1.0,-9.0,-9.0,0.0,29.156748,132
293,53125011,60694.2328,Y,-9,VOID,0,-9.0,59.084236,37.63684,2.04,0.0,0.0,46.44,0.0,0.25,29.96,0.005,1.0,-9.0,-9.0,0.0,29.67829,132
294,53125011,60706.1442,u,-9,VOID,0,-9.0,7.422763,10.580056,3.12,0.0,0.0,4.65,0.0,0.25,29.44,0.005,1.0,-9.0,-9.0,0.0,30.620552,132
295,53125011,60706.1667,g,-9,VOID,0,-9.0,-2.883782,8.0860405,4.02,0.0,0.0,14.95,0.0,0.25,31.4,0.005,1.0,-9.0,-9.0,0.0,28.554949,132
296,53125011,60721.0551,i,-9,VOID,0,-9.0,11.665201,12.586729,2.28,0.0,0.0,47.13,0.0,0.25,31.37,0.005,1.0,-9.0,-9.0,0.0,28.624447,132
297,53125011,60721.0569,i,-9,VOID,0,-9.0,0.33051616,11.801335,2.14,0.0,0.0,47.14,0.0,0.25,31.37,0.005,1.0,-9.0,-9.0,0.0,28.624475,132
298,53125011,60721.0791,z,-9,VOID,0,-9.0,5.3297825,14.750986,1.75,0.0,0.0,53.3,0.0,0.25,31.01,0.005,1.0,-9.0,-9.0,0.0,29.672308,132
299,53125011,60721.0809,z,-9,VOID,0,-9.0,22.83213,14.533747,1.74,0.0,0.0,53.11,0.0,0.25,31.02,0.005,1.0,-9.0,-9.0,0.0,29.672342,132
300,53125011,60729.0379,u,-9,VOID,0,-9.0,5.031979,4.8313737,1.55,0.0,0.0,5.07,0.0,0.25,29.64,0.005,1.0,-9.0,-9.0,0.0,30.968851,132
301,53125011,60729.0606,g,-9,VOID,0,-9.0,6.896412,2.8766499,1.46,0.0,0.0,15.33,0.0,0.25,31.51,0.005,1.0,-9.0,-9.0,0.0,28.832153,132
